lq_month1_emplvl,oty_month1_emplvl_pct_chg,lq_month2_emplvl,oty_month2_emplvl_pct_chg,lq_month3_emplvl,oty_month3_emplvl_pct_chg,lq_qtrly_contributions,oty_qtrly_contributions_pct_chg,lq_avg_wkly_wage,lq_total_qtrly_wages
0.75,-5.5,0.74,-6.9,0.73,-4.3,0.64,-1.8,0.9,0.67
0.73,6.2,0.73,-0.4,0.73,-1.9,0.88,14.4,0.92,0.67
0.81,-2.6,0.82,-3.4,0.74,-5.2,1.0,11.1,1.0,0.79
0.73,-0.8,0.72,-0.7,0.71,-3.9,0.99,-4.3,1.01,0.73
0.78,-2.6,0.79,2.7,0.81,5.4,0.0,0.0,1.15,0.92
0.85,13.9,0.86,2.5,0.79,-2.6,0.0,0.0,0.94,0.78
0.78,-21.7,0.86,-22.0,0.93,10.0,0.0,0.0,1.04,0.89
0.92,4.9,0.83,0.0,0.91,2.4,0.0,0.0,1.01,0.9
0.82,-4.0,0.82,-5.1,0.82,-2.4,1.0,-5.3,0.97,0.8
0.82,1.4,0.83,0.6,0.84,0.1,0.97,-0.1,1.01,0.83
0.85,-2.3,0.86,-0.6,0.84,1.9,0.93,-1.4,0.96,0.82
0.83,1.8,0.84,4.0,0.83,3.3,1.03,4.3,0.98,0.82
0.43,-3.0,0.44,1.5,0.46,-1.4,0.0,0.0,1.05,0.47
0.44,-6.9,0.48,5.9,0.48,7.5,0.0,0.0,0.86,0.4
0.47,-4.2,0.45,-29.3,0.47,-23.3,0.0,0.0,0.83,0.38
0.46,-17.3,0.43,-3.1,0.47,3.0,0.0,0.0,0.94,0.42
2.4,2.4,2.4,1.8,2.36,0.2,1.24,-22.0,1.46,3.48
2.39,12.0,2.38,17.3,2.46,10.5,1.35,-37.0,1.4,3.36
2.44,14.7,2.37,13.2,2.41,7.5,1.27,-39.5,1.42,3.43
2.41,4.1,2.41,1.3,2.42,2.4,1.23,-17.6,1.39,3.34
0.81,5.3,0.8,3.7,0.8,7.7,0.66,-8.8,0.87,0.7
0.8,18.3,0.8,11.3,0.8,9.9,0.82,11.2,0.85,0.68
0.81,7.9,0.82,7.6,0.8,6.2,0.77,-8.4,0.89,0.72
0.79,6.2,0.78,4.8,0.78,5.3,0.74,-13.2,0.86,0.68
1.64,2.5,1.65,11.1,1.71,-2.3,0.0,0.0,1.35,2.25
1.64,4.7,1.69,11.6,1.62,12.2,0.0,0.0,1.05,1.73
1.53,-12.8,1.69,-25.0,1.51,-17.6,0.0,0.0,1.36,2.13
1.7,-10.4,1.67,2.5,1.68,-4.7,0.0,0.0,1.18,1.99
2.2,1.1,2.23,-1.9,2.14,-6.2,0.24,-78.5,1.25,2.73
1.94,-0.4,1.94,10.7,1.92,8.7,0.07,-89.6,1.39,2.68
1.62,28.0,1.84,16.6,1.89,2.8,0.03,-91.1,0.97,1.74
2.19,5.8,2.17,-1.1,2.22,1.9,0.0,-100.0,1.05,2.31
0.92,-1.9,0.92,-2.5,0.94,-4.1,1.14,-14.0,0.92,0.86
0.98,31.9,0.96,19.0,0.97,2.1,1.08,17.3,0.89,0.87
1.01,-3.5,0.97,-10.8,0.98,7.4,1.02,-12.3,0.99,0.98
0.91,-2.1,0.92,-2.2,0.92,-1.8,0.95,-13.0,0.97,0.89
1.42,13.3,1.41,0.0,1.54,5.9,0.0,0.0,0.98,1.42
1.31,3.2,1.17,0.0,1.26,3.3,0.0,0.0,0.9,1.12
1.27,-36.4,1.45,-23.3,1.16,-28.9,0.0,0.0,1.0,1.3
1.15,-12.5,1.25,0.0,1.41,-5.6,0.0,0.0,1.19,1.51
2.21,-2.6,2.26,9.2,2.25,6.4,4.99,-18.9,1.01,2.27
0.86,14.9,0.85,10.9,0.85,12.2,1.05,74.3,0.98,0.84
0.85,20.6,0.84,18.1,0.84,19.3,0.84,83.2,0.96,0.81
0.95,17.1,0.9,14.2,0.85,16.2,0.97,38.7,1.02,0.92
0.84,19.3,0.84,18.8,0.82,13.4,0.72,24.8,0.96,0.8
0.84,10.3,0.85,7.3,0.86,4.8,0.0,0.0,1.18,1.0
0.79,-2.4,0.85,7.3,0.83,2.4,0.0,0.0,1.0,0.82
0.98,-19.6,0.9,-25.5,0.79,-19.1,0.0,0.0,1.29,1.14
0.86,5.1,0.8,-7.3,0.79,-9.5,0.0,0.0,1.05,0.86
1.82,-4.7,1.83,1.6,1.8,-0.2,10.93,-11.5,1.11,2.01
1.83,7.5,1.81,14.5,2.05,19.9,9.28,-22.0,0.96,1.82
0.91,-1.9,0.92,1.0,0.93,0.2,0.86,8.9,0.94,0.87
0.92,10.3,0.92,11.3,0.89,8.1,0.9,1.1,1.0,0.91
0.93,2.4,0.93,-0.8,0.91,-1.4,0.92,-11.2,0.95,0.88
0.92,-3.6,0.92,-2.8,0.91,-1.8,0.88,-31.4,0.99,0.91
0.44,-0.7,0.44,-1.5,0.44,-2.2,0.0,0.0,1.37,0.61
0.45,1.5,0.45,2.3,0.46,0.7,0.0,0.0,1.19,0.54
0.49,0.0,0.48,-25.7,0.46,-22.5,0.0,0.0,1.18,0.56
0.46,-5.0,0.46,-2.2,0.47,-2.9,0.0,0.0,1.24,0.57
0.75,-2.2,0.75,-1.1,0.75,-0.6,0.0,0.0,1.32,0.99
0.75,0.0,0.76,0.6,0.75,-0.9,0.0,0.0,1.15,0.87
0.81,-0.6,0.79,-0.9,0.74,-1.4,0.0,0.0,1.08,0.84
0.74,-1.7,0.76,0.3,0.77,-1.4,0.0,0.0,1.09,0.82
1.15,-5.0,1.17,-5.1,1.17,-5.5,2.37,-15.0,1.15,1.34
1.18,4.7,1.07,-3.5,1.21,6.9,2.17,-6.9,1.25,1.44
0.77,13.9,1.01,-0.7,1.16,1.7,1.76,-14.7,1.05,1.05
1.19,0.8,1.19,0.9,1.19,0.7,1.22,-11.7,1.02,1.22
0.98,-1.3,0.98,-2.2,0.97,-1.7,0.93,-3.2,0.98,0.96
0.98,10.8,0.99,5.7,0.98,4.0,1.03,7.6,0.97,0.95
1.01,2.5,0.99,1.9,0.98,2.8,1.04,0.7,0.99,0.98
0.97,1.7,0.97,1.1,0.97,1.3,1.0,5.3,0.98,0.95
0.23,6.7,0.23,0.0,0.22,-31.8,0.0,0.0,0.94,0.21
0.25,-22.7,0.24,-27.3,0.24,-11.1,0.0,0.0,0.78,0.19
0.26,0.0,0.25,-48.4,0.25,-42.9,0.0,0.0,0.76,0.19
0.25,-15.8,0.23,-6.2,0.23,-6.2,0.0,0.0,0.79,0.19
0.35,5.7,0.34,-7.7,0.41,-10.2,0.0,0.0,0.85,0.31
0.45,6.5,0.47,15.9,0.54,18.8,0.0,0.0,0.71,0.34
0.57,14.6,0.58,21.3,0.5,13.3,0.0,0.0,0.62,0.34
0.49,18.6,0.46,14.6,0.46,23.7,0.0,0.0,0.66,0.31
1.86,-0.2,1.88,-0.3,1.82,-3.1,10.29,-22.2,1.09,2.01
1.82,-0.3,1.84,12.2,1.89,10.1,7.42,-39.7,1.12,2.08
1.57,20.9,1.74,7.4,1.87,8.1,5.29,-26.2,1.02,1.78
1.95,6.5,1.93,4.1,2.0,5.3,6.38,2.6,1.04,2.04
0.71,-0.4,0.7,-3.5,0.71,-1.7,0.53,0.2,0.62,0.43
0.71,8.9,0.71,4.6,0.71,3.8,0.89,-9.9,0.63,0.44
0.73,0.0,0.72,-0.4,0.7,-2.0,1.0,-15.1,0.64,0.46
0.69,-1.3,0.69,-1.5,0.69,-2.6,0.98,-0.7,0.63,0.43
2.48,4.7,2.52,4.3,2.52,4.3,0.0,0.0,0.93,2.33
2.52,2.4,2.53,2.3,2.5,0.9,0.0,0.0,0.93,2.34
2.52,-1.2,2.52,-2.6,2.51,-2.5,0.0,0.0,0.92,2.31
2.5,-2.8,2.5,-2.6,2.48,-3.3,0.0,0.0,0.91,2.27
0.53,-4.3,0.53,-5.9,0.52,-5.6,0.0,0.0,0.82,0.43
0.52,-6.2,0.52,-4.3,0.53,1.2,0.0,0.0,0.77,0.4
0.52,-2.9,0.51,-3.2,0.53,-2.1,0.0,0.0,0.76,0.39
0.53,-2.2,0.53,-2.0,0.54,-0.9,0.0,0.0,0.72,0.38
0.95,-5.0,0.96,-4.5,0.95,-4.6,0.33,-39.8,0.94,0.9
0.95,-1.3,0.95,2.6,0.97,3.1,0.25,-24.3,1.03,0.98
0.88,7.9,0.89,-4.4,0.95,-0.1,0.12,-11.7,0.92,0.84
0.95,0.3,0.94,-0.7,0.93,-2.4,0.12,-34.0,0.94,0.88
1.02,-7.2,1.03,-7.1,1.02,-5.6,0.93,-12.9,1.0,1.02
1.02,12.1,1.02,8.6,1.02,5.4,0.96,15.4,0.99,1.01
1.03,5.4,1.02,5.1,1.02,3.7,1.0,12.4,1.01,1.03
1.02,3.1,1.02,3.1,1.02,3.4,1.0,9.6,1.01,1.03
0.25,-0.4,0.25,4.1,0.24,-0.7,0.0,0.0,1.08,0.27
0.25,-1.8,0.24,-2.1,0.24,0.7,0.0,0.0,0.95,0.23
0.25,-2.8,0.25,-21.4,0.25,-16.3,0.0,0.0,0.93,0.23
0.25,-2.8,0.25,-0.4,0.25,-0.3,0.0,0.0,1.0,0.25
0.61,-5.5,0.64,-9.1,0.62,-9.3,0.0,0.0,0.99,0.62
0.63,-6.9,0.63,-8.3,0.62,-5.0,0.0,0.0,0.92,0.58
0.62,-3.0,0.61,-2.9,0.62,-5.8,0.0,0.0,0.91,0.56
0.63,-3.8,0.63,-3.9,0.62,-4.4,0.0,0.0,0.88,0.55
0.94,-1.0,0.96,-1.7,0.92,-2.1,0.81,-12.6,1.03,0.97
0.93,1.8,0.95,11.0,0.94,8.3,0.62,-8.3,1.16,1.09
0.71,10.8,0.75,6.3,0.93,2.0,0.41,-15.8,0.82,0.65
0.95,2.5,0.95,2.8,0.94,2.3,0.41,-5.8,0.92,0.87
0.93,-2.2,0.92,-3.0,0.93,2.0,0.77,-12.7,0.95,0.88
0.94,15.1,0.93,10.9,0.93,8.5,0.96,12.8,0.94,0.88
0.95,7.8,0.95,7.3,0.94,6.9,0.97,8.2,0.95,0.9
0.93,6.1,0.93,6.3,0.93,6.4,0.92,12.7,0.96,0.9
0.3,-11.6,0.32,-7.3,0.31,-5.5,0.0,0.0,1.11,0.34
0.3,-7.7,0.31,1.0,0.32,4.2,0.0,0.0,0.97,0.3
0.33,-0.3,0.33,-27.6,0.32,-18.8,0.0,0.0,0.96,0.31
0.32,-2.6,0.32,0.7,0.32,-2.7,0.0,0.0,1.05,0.33
1.69,-3.9,1.74,-4.7,1.7,-9.6,0.92,-20.8,1.24,2.12
1.78,6.6,1.7,3.0,1.68,8.7,0.52,-5.7,1.3,2.24
1.29,7.9,1.43,-1.8,1.68,1.7,0.41,-26.4,1.05,1.55
1.74,-6.5,1.75,2.1,1.73,0.5,0.5,-18.0,1.12,1.96
0.92,-3.4,0.93,-3.3,0.92,-1.8,0.78,-5.1,0.89,0.82
0.91,16.9,0.92,8.4,0.92,4.4,0.9,8.4,0.88,0.81
0.96,1.8,0.94,3.0,0.91,2.9,0.92,1.1,0.92,0.87
0.91,2.2,0.91,1.8,0.91,2.1,0.93,0.2,0.91,0.83
3.92,0.2,3.94,0.1,3.98,0.2,0.0,0.0,1.27,5.03
3.87,-4.2,3.96,-3.5,4.03,-3.5,0.0,0.0,1.19,4.69
4.3,-4.0,4.24,-2.2,4.07,-0.5,0.0,0.0,1.16,4.89
4.09,0.9,4.12,2.3,4.0,-6.1,0.0,0.0,1.23,5.02
0.68,-1.0,0.69,-1.4,0.69,-1.3,0.73,-9.9,0.8,0.55
0.69,16.1,0.68,7.7,0.68,6.6,1.01,14.3,0.82,0.56
0.72,4.9,0.72,3.1,0.7,2.8,1.03,4.4,0.83,0.59
0.71,2.9,0.71,2.2,0.71,2.6,0.95,1.1,0.8,0.57
1.36,-14.3,1.42,-7.7,1.54,12.5,0.0,0.0,1.09,1.57
1.46,0.0,1.39,-7.7,1.52,8.0,0.0,0.0,0.86,1.25
1.61,-16.7,1.57,-16.7,1.63,-12.5,0.0,0.0,0.86,1.38
1.48,-10.7,1.46,8.7,1.68,11.5,0.0,0.0,0.9,1.39
3.12,-2.2,3.17,-1.1,3.02,-3.7,4.95,-9.1,0.95,2.96
3.08,-1.1,3.1,0.8,3.44,8.9,5.41,-12.8,0.99,3.18
2.51,8.6,2.73,5.5,3.2,4.7,5.65,1.4,0.77,2.19
3.2,0.0,3.29,0.0,3.3,0.0,6.48,0.0,0.82,2.67
0.65,-4.6,0.66,-4.2,0.65,-3.8,0.58,1.9,1.08,0.71
0.67,6.4,0.67,5.9,0.63,2.6,0.42,13.3,1.02,0.67
0.75,6.9,0.73,9.7,0.66,4.6,0.54,28.2,1.11,0.78
0.66,6.5,0.66,6.4,0.67,5.4,0.72,18.9,1.09,0.73
0.27,2.8,0.28,4.2,0.28,2.7,0.0,0.0,1.14,0.31
0.27,8.8,0.29,8.2,0.3,14.1,0.0,0.0,0.95,0.27
0.29,2.7,0.3,-33.9,0.28,-36.2,0.0,0.0,0.95,0.28
0.31,3.8,0.29,5.6,0.3,4.1,0.0,0.0,1.03,0.31
0.98,-2.3,0.97,-2.9,0.95,-3.6,0.15,-21.1,1.1,1.06
0.95,-2.2,0.94,-0.8,0.99,1.5,0.09,-54.6,1.31,1.25
0.52,-15.9,0.56,0.2,0.99,0.2,0.04,-36.6,0.94,0.66
0.98,-0.4,1.0,0.5,1.0,1.0,0.02,-88.7,1.02,1.01
0.67,-3.7,0.66,-5.5,0.67,-2.7,0.19,-5.3,0.84,0.56
0.67,11.8,0.68,5.5,0.67,3.7,0.39,20.6,0.81,0.54
0.69,-0.5,0.7,1.3,0.67,0.2,0.5,1.1,0.86,0.59
0.67,0.4,0.66,0.4,0.66,0.8,0.38,-7.2,0.85,0.56
0.6,-1.0,0.56,-7.0,0.55,-8.8,0.0,0.0,1.29,0.73
0.59,-3.8,0.58,-3.9,0.55,-6.0,0.0,0.0,1.1,0.63
0.64,-21.4,0.61,-25.6,0.59,-13.2,0.0,0.0,1.26,0.77
0.61,-6.4,0.6,0.0,0.65,7.1,0.0,0.0,1.12,0.7
1.68,-5.4,1.68,-4.2,1.65,-7.1,1.2,-47.2,1.18,1.97
1.7,5.3,1.72,10.2,1.78,10.3,0.84,-49.2,1.27,2.19
1.32,4.4,1.34,-0.4,1.65,4.8,0.96,-35.0,0.88,1.27
1.67,-1.1,1.7,0.8,1.71,-0.1,0.9,-41.6,1.0,1.69
0.79,-1.7,0.8,-0.7,0.79,0.6,0.8,-3.2,0.93,0.74
0.79,11.9,0.78,6.6,0.78,5.1,0.9,20.5,0.96,0.75
0.81,2.3,0.81,2.9,0.76,0.2,0.81,-3.9,1.0,0.79
0.77,1.6,0.77,1.5,0.76,-2.1,0.84,5.2,1.0,0.77
0.35,-7.7,0.4,3.1,0.38,-9.9,0.0,0.0,1.26,0.47
0.34,-9.2,0.35,-14.5,0.35,-9.1,0.0,0.0,1.11,0.38
0.4,-3.2,0.4,-40.6,0.36,-33.0,0.0,0.0,1.03,0.4
0.34,-29.5,0.37,-4.7,0.41,4.7,0.0,0.0,1.1,0.41
1.57,-1.5,1.62,-0.1,1.57,-1.9,2.83,-16.1,1.14,1.8
1.6,5.6,1.61,10.7,1.69,8.7,1.33,-20.1,1.23,2.01
1.04,-11.1,0.97,-8.1,1.64,3.2,2.19,-5.6,0.88,1.09
1.66,-0.6,1.69,0.6,1.68,0.5,2.14,37.8,0.93,1.56
0.83,-2.8,0.83,-3.3,0.83,-1.0,0.85,-7.9,0.9,0.75
0.83,10.3,0.83,6.2,0.82,5.9,1.01,15.4,0.91,0.75
0.87,1.3,0.87,-0.8,0.82,0.5,0.95,14.2,0.98,0.83
0.81,-2.8,0.81,-2.1,0.8,-2.1,0.88,-16.7,0.94,0.76
0.97,9.8,0.99,7.0,0.98,-6.1,0.0,0.0,1.22,1.2
0.98,-2.1,0.98,2.2,0.93,-4.3,0.0,0.0,1.05,1.01
1.05,-15.1,1.05,-18.2,0.97,-6.2,0.0,0.0,1.13,1.15
1.02,-7.8,0.98,-2.2,1.05,6.5,0.0,0.0,1.07,1.08
0.84,-10.9,0.86,-9.3,0.85,-8.9,0.82,-9.5,0.94,0.79
0.84,6.7,0.84,7.2,0.82,-1.4,0.92,-10.0,0.97,0.81
0.9,-1.8,0.91,-4.2,0.84,-2.1,0.88,-4.1,1.0,0.88
0.84,0.1,0.84,0.6,0.83,-0.8,0.85,51.7,1.02,0.85
0.46,-0.9,0.49,-1.7,0.48,-4.2,0.0,0.0,1.2,0.57
0.46,-8.3,0.46,-2.7,0.48,2.7,0.0,0.0,1.01,0.47
0.54,-20.4,0.52,-19.1,0.49,-8.0,0.0,0.0,1.07,0.55
0.49,-5.8,0.47,2.8,0.48,-1.8,0.0,0.0,1.1,0.53
0.76,0.8,0.76,-0.4,0.76,1.9,0.57,-4.2,0.89,0.68
0.76,11.8,0.75,3.6,0.75,1.5,0.66,2.4,0.82,0.62
0.8,2.1,0.79,0.7,0.75,1.1,0.78,-2.2,0.91,0.71
0.75,0.3,0.75,1.6,0.74,-1.3,0.79,-6.6,0.89,0.67
0.73,3.7,0.68,-12.1,0.67,-8.9,0.0,0.0,0.97,0.68
0.7,-3.6,0.71,-3.6,0.7,1.9,0.0,0.0,0.94,0.66
0.72,-31.5,0.66,-32.4,0.68,-18.0,0.0,0.0,0.93,0.64
0.66,-15.5,0.73,3.8,0.78,9.4,0.0,0.0,0.98,0.71
0.63,-10.6,0.63,-8.4,0.61,-10.8,0.0,0.0,1.16,0.73
0.64,-3.7,0.67,-4.7,0.69,-2.4,0.0,0.0,1.03,0.68
0.78,1.2,0.78,0.0,0.69,-1.2,0.0,0.0,0.88,0.66
0.69,0.0,0.69,5.2,0.7,6.5,0.0,0.0,0.99,0.69
1.89,-3.6,1.93,-4.4,1.92,-4.7,3.71,11.6,0.99,1.89
1.95,8.1,1.99,13.4,2.05,11.1,4.03,64.7,1.11,2.21
1.38,0.0,1.53,0.0,1.93,0.0,2.44,0.0,0.78,1.27
2.02,0.0,1.95,0.0,1.96,0.0,3.41,0.0,0.89,1.75
0.79,0.9,0.79,-0.1,0.79,0.4,0.82,2.9,0.97,0.77
0.77,10.0,0.77,3.6,0.76,2.5,0.75,13.4,0.96,0.74
0.82,2.5,0.81,-1.9,0.77,-0.6,0.79,-8.2,1.02,0.81
0.77,-0.3,0.77,0.0,0.77,2.2,0.87,-7.9,1.05,0.81
0.55,-4.3,0.56,-1.4,0.56,-1.4,0.0,0.0,1.24,0.69
0.58,2.9,0.6,9.0,0.59,5.9,0.0,0.0,1.12,0.66
0.58,-12.7,0.56,-13.0,0.56,-6.9,0.0,0.0,1.15,0.65
0.57,-2.9,0.57,1.5,0.59,4.4,0.0,0.0,1.17,0.67
0.93,-2.1,0.93,-1.5,0.93,-0.4,0.82,-2.7,0.94,0.87
0.93,11.6,0.93,2.6,0.91,-0.7,0.96,6.8,0.96,0.89
0.94,0.6,0.94,-0.2,0.92,0.7,1.05,9.6,0.98,0.92
0.91,-0.6,0.91,-1.2,0.91,-1.3,1.07,11.0,1.0,0.91
0.54,-1.3,0.54,-6.4,0.53,-10.1,0.0,0.0,1.4,0.75
0.57,0.0,0.54,-2.7,0.53,-5.3,0.0,0.0,1.2,0.66
0.59,-1.3,0.53,-24.5,0.54,-24.5,0.0,0.0,1.07,0.59
0.56,-14.5,0.54,-9.2,0.55,-5.3,0.0,0.0,1.24,0.68
0.49,4.3,0.48,1.5,0.49,2.7,0.49,14.3,0.85,0.41
0.49,2.0,0.5,-1.1,0.5,-1.4,0.66,8.9,0.81,0.4
0.54,-0.7,0.51,1.8,0.51,-0.7,0.57,-15.8,0.79,0.41
0.5,-0.3,0.5,1.1,0.49,1.6,0.57,-10.9,0.85,0.42
0.65,-7.2,0.64,-3.1,0.64,-3.1,0.0,0.0,1.04,0.68
0.62,-4.7,0.69,4.7,0.62,-6.2,0.0,0.0,0.97,0.62
0.7,-19.2,0.67,-25.9,0.68,-7.2,0.0,0.0,0.98,0.67
0.64,-16.7,0.61,-12.3,0.63,-14.5,0.0,0.0,1.03,0.65
2.01,-4.6,1.98,-5.3,1.95,-5.3,0.0,0.0,1.42,2.82
1.94,-2.6,2.03,-2.2,2.09,-1.2,0.0,0.0,1.29,2.61
2.3,1.3,2.34,3.2,2.1,2.3,0.0,0.0,1.19,2.67
2.09,1.3,2.11,1.6,2.14,3.6,0.0,0.0,1.19,2.52
2.21,-4.0,2.22,-3.8,2.22,-4.5,3.61,10.3,1.08,2.4
2.23,-1.0,2.23,2.4,2.29,2.7,1.88,-2.4,1.15,2.59
1.88,-3.1,1.8,-8.7,2.19,-1.8,2.61,48.1,1.08,2.12
2.26,0.5,2.21,-4.5,2.2,-3.3,2.29,211.2,1.05,2.34
0.8,-3.2,0.81,-1.6,0.81,-0.1,0.95,-7.8,0.9,0.72
0.81,15.3,0.8,3.5,0.8,0.4,0.98,6.4,0.85,0.68
0.84,-2.3,0.85,-0.3,0.79,-0.7,1.0,-3.7,0.88,0.73
0.79,-1.8,0.79,-1.7,0.8,-0.3,0.9,-3.9,0.95,0.75
0.55,5.3,0.53,0.0,0.54,2.6,0.0,0.0,1.45,0.79
0.51,0.0,0.51,-7.5,0.54,0.0,0.0,0.0,1.23,0.64
0.53,0.0,0.56,-27.8,0.53,-22.4,0.0,0.0,1.36,0.73
0.56,-9.3,0.54,-2.6,0.55,0.0,0.0,0.0,1.28,0.7
0.74,0.7,0.74,0.4,0.75,2.9,0.66,3.7,0.88,0.66
0.75,11.7,0.75,5.5,0.75,6.9,0.68,-1.1,0.86,0.64
0.76,1.2,0.74,-1.1,0.74,1.1,0.73,-10.3,0.89,0.67
0.73,-1.6,0.72,-1.0,0.71,-2.3,0.7,1.6,0.9,0.65
0.48,9.1,0.48,9.1,0.48,0.0,0.0,0.0,1.2,0.58
0.48,-7.7,0.44,-8.3,0.51,8.3,0.0,0.0,0.96,0.46
0.45,0.0,0.58,-23.5,0.51,-31.6,0.0,0.0,0.85,0.43
0.52,-13.3,0.51,8.3,0.51,8.3,0.0,0.0,0.97,0.5
2.44,-2.0,2.48,0.7,2.42,-3.9,16.53,-1.0,1.02,2.51
2.42,-3.6,2.44,2.7,2.55,1.3,11.29,-5.8,1.19,2.93
1.47,-6.1,1.38,-20.3,2.39,2.4,8.82,23.3,0.81,1.47
2.39,-4.5,2.56,2.5,2.53,2.9,8.44,16.9,0.94,2.35
0.74,-0.6,0.73,-2.3,0.75,-0.3,0.82,14.4,0.88,0.65
0.75,12.1,0.74,3.3,0.74,3.5,0.89,23.9,0.84,0.63
0.83,5.7,0.84,5.8,0.74,4.1,0.81,11.7,0.97,0.78
0.73,2.9,0.73,5.1,0.72,4.8,0.72,-3.4,0.95,0.69
0.41,-1.9,0.42,1.9,0.41,1.0,0.0,0.0,1.25,0.52
0.42,0.0,0.43,0.0,0.43,3.8,0.0,0.0,1.09,0.47
0.45,-6.8,0.44,-14.5,0.42,-7.8,0.0,0.0,1.14,0.5
0.43,-3.6,0.42,-3.7,0.43,-2.7,0.0,0.0,1.13,0.48
0.76,-2.2,0.75,0.0,0.73,-1.0,0.0,0.0,1.08,0.81
0.74,1.3,0.74,-0.3,0.77,-1.9,0.0,0.0,0.95,0.71
0.8,-2.9,0.81,-2.6,0.75,-2.0,0.0,0.0,0.89,0.7
0.77,-2.3,0.76,-3.2,0.73,-6.8,0.0,0.0,0.9,0.67
1.03,-2.9,1.03,-2.8,1.03,-0.9,0.78,-4.0,0.89,0.92
1.02,9.6,1.02,4.1,1.01,1.5,0.97,13.0,0.92,0.94
1.04,0.9,1.05,0.2,1.02,-0.6,1.05,10.6,0.94,0.98
1.02,-2.2,1.02,-1.4,1.02,-1.2,1.05,-0.6,0.97,0.99
0.86,-3.6,0.77,-11.1,0.76,-27.3,0.0,0.0,1.01,0.8
0.71,-26.7,0.87,-10.0,0.8,-7.4,0.0,0.0,1.07,0.85
0.79,-41.0,0.88,-37.5,0.82,-26.5,0.0,0.0,0.88,0.73
0.8,-29.4,0.8,-7.7,0.91,-6.9,0.0,0.0,0.89,0.75
1.47,0.0,1.46,0.0,1.52,0.0,3.37,0.0,1.02,1.51
0.95,0.0,0.91,0.0,1.46,0.0,2.8,0.0,0.7,0.79
0.32,0.0,0.32,0.0,0.32,0.0,0.39,0.0,0.93,0.3
0.3,7.3,0.33,17.5,0.3,-6.4,0.0,0.0,1.11,0.34
0.3,-2.2,0.31,-8.0,0.29,-4.3,0.0,0.0,0.97,0.29
0.3,0.0,0.31,-39.7,0.3,-23.3,0.0,0.0,1.05,0.32
0.31,-10.0,0.3,7.1,0.31,4.7,0.0,0.0,1.18,0.36
1.79,-5.3,1.79,-5.8,1.76,-6.8,1.6,-7.6,1.3,2.32
1.76,-0.6,1.75,8.3,1.77,7.6,0.39,-51.1,1.33,2.34
0.89,-40.2,1.16,-3.9,1.74,3.5,0.5,4.0,1.14,1.47
1.8,2.8,1.81,4.4,1.83,3.9,0.83,244.6,1.1,2.0
0.84,2.7,0.84,0.1,0.84,2.8,0.7,8.7,0.93,0.78
0.85,21.4,0.86,8.9,0.84,4.0,0.94,23.3,0.94,0.8
0.92,4.5,0.9,2.5,0.85,3.5,1.02,-3.3,0.98,0.87
0.85,3.3,0.84,4.2,0.82,4.3,0.88,-5.6,0.98,0.82
0.25,0.0,0.28,0.0,0.29,11.8,0.0,0.0,1.07,0.29
0.28,20.0,0.27,5.9,0.28,18.8,0.0,0.0,1.0,0.28
0.24,-21.1,0.3,-32.1,0.29,-25.0,0.0,0.0,1.08,0.3
0.35,-8.7,0.33,11.1,0.34,11.1,0.0,0.0,0.98,0.33
1.56,-6.5,1.59,-7.4,1.58,-8.0,6.55,-12.3,1.19,1.87
1.6,-4.9,1.6,0.4,1.63,4.6,8.76,-3.4,1.37,2.2
1.13,12.7,1.36,-9.3,1.7,1.6,7.52,37.5,1.15,1.63
1.76,0.6,1.77,1.0,1.78,-0.4,6.06,-10.5,1.07,1.9
0.83,-7.4,0.84,-9.3,0.83,-5.9,0.76,-13.8,0.97,0.8
0.84,0.7,0.83,-0.2,0.8,-5.0,0.7,-2.6,0.92,0.76
0.86,-4.9,0.84,-4.4,0.81,-7.9,0.5,-19.4,0.96,0.81
0.81,-8.6,0.82,-9.4,0.82,-8.4,0.72,-26.3,0.97,0.8
0.5,-6.7,0.52,-2.3,0.5,-8.7,0.0,0.0,1.11,0.57
0.56,-4.1,0.52,-8.5,0.5,-2.3,0.0,0.0,1.03,0.54
0.58,0.0,0.58,-23.7,0.58,-21.3,0.0,0.0,0.96,0.56
0.59,-4.0,0.55,-2.2,0.61,6.4,0.0,0.0,0.99,0.58
1.58,-5.8,1.61,-3.4,1.59,-5.8,3.67,8.7,1.03,1.64
1.57,0.0,1.6,7.2,1.58,0.5,3.42,-13.0,1.16,1.83
1.03,-15.6,1.04,-6.2,1.62,1.9,2.28,0.4,0.88,1.1
1.64,0.0,1.64,-0.6,1.65,3.6,2.81,-9.3,0.89,1.46
0.53,1.8,0.54,2.5,0.55,5.4,0.37,33.9,0.76,0.41
0.55,15.5,0.55,11.1,0.56,7.0,0.5,48.2,0.75,0.41
0.59,6.9,0.59,7.2,0.55,3.2,0.57,13.7,0.77,0.45
0.54,3.3,0.52,1.3,0.52,0.4,0.56,-2.4,0.8,0.42
1.81,0.0,1.85,3.3,1.89,-4.5,0.0,0.0,1.34,2.49
1.98,4.5,1.96,-11.5,2.01,-4.1,0.0,0.0,1.08,2.14
2.21,-14.6,2.17,-8.0,1.92,-1.5,0.0,0.0,1.44,3.01
1.97,0.0,2.08,14.8,1.97,3.1,0.0,0.0,1.27,2.54
3.22,-2.6,3.26,-1.5,3.19,-3.7,2.09,25.7,1.14,3.68
